item_index,file_id,label,name,type_id,type_name,headwear_type_id,headwear_type_name,color_slot,color_id,color_label,color_name,rgb_hex,physical_archive,status
4,4,hd_goggle,goggles,4,Special,1,Accessory,0,41,deepskyblue,DeepSkyBlue,00BFFF,headwear_headwear004,planned_for_render
4,4,hd_goggle,goggles,4,Special,1,Accessory,1,28,fuchsia,Fuchsia,FF00FF,headwear_headwear004,planned_for_render
4,4,hd_goggle,goggles,4,Special,1,Accessory,2,6,gold,Gold,FFD700,headwear_headwear004,planned_for_render
4,4,hd_goggle,goggles,4,Special,1,Accessory,3,91,black,Black,000000,headwear_headwear004,planned_for_render
4,4,hd_goggle,goggles,4,Special,1,Accessory,4,84,white,White,FFFFFF,headwear_headwear004,planned_for_render
4,4,hd_goggle,goggles,4,Special,1,Accessory,5,34,light_brilliant_violet,Light brilliant violet,9933FF,headwear_headwear004,planned_for_render
4,4,hd_goggle,goggles,4,Special,1,Accessory,6,31,plum,Plum,DDA0DD,headwear_headwear004,planned_for_render
4,4,hd_goggle,goggles,4,Special,1,Accessory,7,57,palegreen,PaleGreen,98FB98,headwear_headwear004,planned_for_render
5,5,hd_mini_tengallon,mini ten-gallon hat,1,Female,1,Accessory,0,80,deep_reddish_brown,Deep reddish brown,560000,headwear_headwear005,planned_for_render
5,5,hd_mini_tengallon,mini ten-gallon hat,1,Female,1,Accessory,1,24,hotpink,HotPink,FF69B4,headwear_headwear005,planned_for_render
5,5,hd_mini_tengallon,mini ten-gallon hat,1,Female,1,Accessory,2,36,indigo,Indigo,4B0082,headwear_headwear005,planned_for_render
5,5,hd_mini_tengallon,mini ten-gallon hat,1,Female,1,Accessory,3,20,mistyrose,MistyRose,FFE4E1,headwear_headwear005,planned_for_render
5,5,hd_mini_tengallon,mini ten-gallon hat,1,Female,1,Accessory,4,6,gold,Gold,FFD700,headwear_headwear005,planned_for_render
5,5,hd_mini_tengallon,mini ten-gallon hat,1,Female,1,Accessory,5,66,olive,Olive,808000,headwear_headwear005,planned_for_render
5,5,hd_mini_tengallon,mini ten-gallon hat,1,Female,1,Accessory,6,91,black,Black,000000,headwear_headwear005,planned_for_render
6,6,hd_sunglasses,sunglasses,2,Unisex,1,Accessory,0,91,black,Black,000000,headwear_headwear006,planned_for_render
6,6,hd_sunglasses,sunglasses,2,Unisex,1,Accessory,1,18,moderate_red,Moderate red,CB0F0F,headwear_headwear006,planned_for_render
6,6,hd_sunglasses,sunglasses,2,Unisex,1,Accessory,2,42,luminous_vivid_azure,Luminous vivid azure,0066FF,headwear_headwear006,planned_for_render
6,6,hd_sunglasses,sunglasses,2,Unisex,1,Accessory,3,5,yellow,Yellow,FFFF00,headwear_headwear006,planned_for_render
6,6,hd_sunglasses,sunglasses,2,Unisex,1,Accessory,4,84,white,White,FFFFFF,headwear_headwear006,planned_for_render
6,6,hd_sunglasses,sunglasses,2,Unisex,1,Accessory,5,24,hotpink,HotPink,FF69B4,headwear_headwear006,planned_for_render
6,6,hd_sunglasses,sunglasses,2,Unisex,1,Accessory,6,58,yellowgreen,YellowGreen,9ACD32,headwear_headwear006,planned_for_render
6,6,hd_sunglasses,sunglasses,2,Unisex,1,Accessory,7,87,gray,Gray,808080,headwear_headwear006,planned_for_render
7,7,hd_cat_plain,cat ears,4,Special,1,Accessory,0,73,goldenrod,Goldenrod,DAA520,headwear_headwear007,planned_for_render
7,7,hd_cat_plain,cat ears,4,Special,1,Accessory,1,1,ivory,Ivory,FFFFF0,headwear_headwear007,planned_for_render
7,7,hd_cat_plain,cat ears,4,Special,1,Accessory,2,86,darkgray,DarkGray,A9A9A9,headwear_headwear007,planned_for_render
7,7,hd_cat_plain,cat ears,4,Special,1,Accessory,3,71,burlywood,BurlyWood,DEB887,headwear_headwear007,planned_for_render
7,7,hd_cat_plain,cat ears,4,Special,1,Accessory,4,70,rosybrown,RosyBrown,BC8F8F,headwear_headwear007,planned_for_render
7,7,hd_cat_plain,cat ears,4,Special,1,Accessory,5,91,black,Black,000000,headwear_headwear007,planned_for_render
7,7,hd_cat_plain,cat ears,4,Special,1,Accessory,6,36,indigo,Indigo,4B0082,headwear_headwear007,planned_for_render
7,7,hd_cat_plain,cat ears,4,Special,1,Accessory,7,60,greenyellow,GreenYellow,ADFF2F,headwear_headwear007,planned_for_render
8,8,hd_big_ribbon,big ribbon,1,Female,1,Accessory,0,10,tomato,Tomato,FF6347,headwear_headwear008,planned_for_render
8,8,hd_big_ribbon,big ribbon,1,Female,1,Accessory,1,16,red,Red,FF0000,headwear_headwear008,planned_for_render
8,8,hd_big_ribbon,big ribbon,1,Female,1,Accessory,2,91,black,Black,000000,headwear_headwear008,planned_for_render
8,8,hd_big_ribbon,big ribbon,1,Female,1,Accessory,3,64,mediumseagreen,MediumSeaGreen,3CB371,headwear_headwear008,planned_for_render
8,8,hd_big_ribbon,big ribbon,1,Female,1,Accessory,4,62,lime,Lime,00FF00,headwear_headwear008,planned_for_render
8,8,hd_big_ribbon,big ribbon,1,Female,1,Accessory,5,56,deep_cyan_2,Deep cyan 2,004240,headwear_headwear008,planned_for_render
8,8,hd_big_ribbon,big ribbon,1,Female,1,Accessory,6,2,lemonchiffon,LemonChiffon,FFFACD,headwear_headwear008,planned_for_render
8,8,hd_big_ribbon,big ribbon,1,Female,1,Accessory,7,36,indigo,Indigo,4B0082,headwear_headwear008,planned_for_render
9,9,hd_colorful_hat,multicolor cap,2,Unisex,0,Hat,0,90,very_dark_gray_2,Very dark gray 2,232323,headwear_headwear009,planned_for_render
9,9,hd_colorful_hat,multicolor cap,2,Unisex,0,Hat,1,19,darkred,DarkRed,8B0000,headwear_headwear009,planned_for_render
9,9,hd_colorful_hat,multicolor cap,2,Unisex,0,Hat,2,69,very_deep_green,Very deep green,003300,headwear_headwear009,planned_for_render
9,9,hd_colorful_hat,multicolor cap,2,Unisex,0,Hat,3,35,darkslateblue,DarkSlateBlue,483D8B,headwear_headwear009,planned_for_render
9,9,hd_colorful_hat,multicolor cap,2,Unisex,0,Hat,4,13,luminous_vivid_orange,Luminous vivid orange,FF6600,headwear_headwear009,planned_for_render
9,9,hd_colorful_hat,multicolor cap,2,Unisex,0,Hat,5,66,olive,Olive,808000,headwear_headwear009,planned_for_render
10,10,hd_knit,hand-knit wool hat,2,Unisex,0,Hat,0,47,darkblue_2,DarkBlue_2,1E1E4C,headwear_headwear010,planned_for_render
10,10,hd_knit,hand-knit wool hat,2,Unisex,0,Hat,1,3,khaki,Khaki,F0E68C,headwear_headwear010,planned_for_render
10,10,hd_knit,hand-knit wool hat,2,Unisex,0,Hat,2,80,deep_reddish_brown,Deep reddish brown,560000,headwear_headwear010,planned_for_render
10,10,hd_knit,hand-knit wool hat,2,Unisex,0,Hat,3,16,red,Red,FF0000,headwear_headwear010,planned_for_render
10,10,hd_knit,hand-knit wool hat,2,Unisex,0,Hat,4,41,deepskyblue,DeepSkyBlue,00BFFF,headwear_headwear010,planned_for_render
10,10,hd_knit,hand-knit wool hat,2,Unisex,0,Hat,5,69,very_deep_green,Very deep green,003300,headwear_headwear010,planned_for_render
10,10,hd_knit,hand-knit wool hat,2,Unisex,0,Hat,6,74,darkgoldenrod,DarkGoldenrod,B8860B,headwear_headwear010,planned_for_render
10,10,hd_knit,hand-knit wool hat,2,Unisex,0,Hat,7,90,very_dark_gray_2,Very dark gray 2,232323,headwear_headwear010,planned_for_render
11,11,hd_santa,Santa hat,4,Special,0,Hat,0,18,moderate_red,Moderate red,CB0F0F,headwear_headwear011,planned_for_render
11,11,hd_santa,Santa hat,4,Special,0,Hat,1,46,darkblue,DarkBlue,00008B,headwear_headwear011,planned_for_render
11,11,hd_santa,Santa hat,4,Special,0,Hat,2,6,gold,Gold,FFD700,headwear_headwear011,planned_for_render
11,11,hd_santa,Santa hat,4,Special,0,Hat,3,24,hotpink,HotPink,FF69B4,headwear_headwear011,planned_for_render
11,11,hd_santa,Santa hat,4,Special,0,Hat,4,68,darkgreen,DarkGreen,006400,headwear_headwear011,planned_for_render
11,11,hd_santa,Santa hat,4,Special,0,Hat,5,89,very_dark_gray,Very dark gray,333333,headwear_headwear011,planned_for_render
11,11,hd_santa,Santa hat,4,Special,0,Hat,6,37,darkmagenta,DarkMagenta,8B008B,headwear_headwear011,planned_for_render
11,11,hd_santa,Santa hat,4,Special,0,Hat,7,41,deepskyblue,DeepSkyBlue,00BFFF,headwear_headwear011,planned_for_render
12,12,hd_weddingveil,veil,1,Female,1,Accessory,0,30,lavender,Lavender,E6E6FA,headwear_headwear012,planned_for_render
12,12,hd_weddingveil,veil,1,Female,1,Accessory,1,22,lightcoral,LightCoral,F08080,headwear_headwear012,planned_for_render
12,12,hd_weddingveil,veil,1,Female,1,Accessory,2,71,burlywood,BurlyWood,DEB887,headwear_headwear012,planned_for_render
12,12,hd_weddingveil,veil,1,Female,1,Accessory,3,86,darkgray,DarkGray,A9A9A9,headwear_headwear012,planned_for_render
12,12,hd_weddingveil,veil,1,Female,1,Accessory,4,43,royalblue,RoyalBlue,4169E1,headwear_headwear012,planned_for_render
12,12,hd_weddingveil,veil,1,Female,1,Accessory,5,73,goldenrod,Goldenrod,DAA520,headwear_headwear012,planned_for_render
12,12,hd_weddingveil,veil,1,Female,1,Accessory,6,34,light_brilliant_violet,Light brilliant violet,9933FF,headwear_headwear012,planned_for_render
12,12,hd_weddingveil,veil,1,Female,1,Accessory,7,57,palegreen,PaleGreen,98FB98,headwear_headwear012,planned_for_render
13,13,hd_headband,antenna,4,Special,1,Accessory,0,88,dark_gray,Dark gray,4D4D4D,headwear_headwear013,planned_for_render
13,13,hd_headband,antenna,4,Special,1,Accessory,1,75,moderate_amber,Moderate amber,886308,headwear_headwear013,planned_for_render
13,13,hd_headband,antenna,4,Special,1,Accessory,2,91,black,Black,000000,headwear_headwear013,planned_for_render
13,13,hd_headband,antenna,4,Special,1,Accessory,3,16,red,Red,FF0000,headwear_headwear013,planned_for_render
13,13,hd_headband,antenna,4,Special,1,Accessory,4,45,blue,Blue,0000FF,headwear_headwear013,planned_for_render
13,13,hd_headband,antenna,4,Special,1,Accessory,5,85,lightgrey,LightGrey,D3D3D3,headwear_headwear013,planned_for_render
14,14,hd_hannya_omen,scary mask,4,Special,2,Mask,0,1,ivory,Ivory,FFFFF0,headwear_headwear014,planned_for_render
14,14,hd_hannya_omen,scary mask,4,Special,2,Mask,1,6,gold,Gold,FFD700,headwear_headwear014,planned_for_render
14,14,hd_hannya_omen,scary mask,4,Special,2,Mask,2,16,red,Red,FF0000,headwear_headwear014,planned_for_render
14,14,hd_hannya_omen,scary mask,4,Special,2,Mask,3,40,lightskyblue,LightSkyBlue,87CEFA,headwear_headwear014,planned_for_render
14,14,hd_hannya_omen,scary mask,4,Special,2,Mask,4,79,saddlebrown,SaddleBrown,8B4513,headwear_headwear014,planned_for_render
14,14,hd_hannya_omen,scary mask,4,Special,2,Mask,5,87,gray,Gray,808080,headwear_headwear014,planned_for_render
15,15,hd_monster,dinosaur hat,4,Special,2,Mask,0,69,very_deep_green,Very deep green,003300,headwear_headwear015,planned_for_render
15,15,hd_monster,dinosaur hat,4,Special,2,Mask,1,83,very_dark_gamboge,Very dark gamboge,332819,headwear_headwear015,planned_for_render
15,15,hd_monster,dinosaur hat,4,Special,2,Mask,2,80,deep_reddish_brown,Deep reddish brown,560000,headwear_headwear015,planned_for_render
15,15,hd_monster,dinosaur hat,4,Special,2,Mask,3,26,deeppink,DeepPink,FF1493,headwear_headwear015,planned_for_render
15,15,hd_monster,dinosaur hat,4,Special,2,Mask,4,67,darkolivegreen,DarkOliveGreen,556B2F,headwear_headwear015,planned_for_render
15,15,hd_monster,dinosaur hat,4,Special,2,Mask,5,75,moderate_amber,Moderate amber,886308,headwear_headwear015,planned_for_render
15,15,hd_monster,dinosaur hat,4,Special,2,Mask,6,91,black,Black,000000,headwear_headwear015,planned_for_render
15,15,hd_monster,dinosaur hat,4,Special,2,Mask,7,11,orange,Orange,FFA500,headwear_headwear015,planned_for_render
16,16,hd_police,police hat,3,Uniform,0,Hat,0,43,royalblue,RoyalBlue,4169E1,headwear_headwear016,planned_for_render
16,16,hd_police,police hat,3,Uniform,0,Hat,1,91,black,Black,000000,headwear_headwear016,planned_for_render
16,16,hd_police,police hat,3,Uniform,0,Hat,2,53,cyan,Cyan,00FFFF,headwear_headwear016,planned_for_render
16,16,hd_police,police hat,3,Uniform,0,Hat,3,46,darkblue,DarkBlue,00008B,headwear_headwear016,planned_for_render
16,16,hd_police,police hat,3,Uniform,0,Hat,4,73,goldenrod,Goldenrod,DAA520,headwear_headwear016,planned_for_render
16,16,hd_police,police hat,3,Uniform,0,Hat,5,84,white,White,FFFFFF,headwear_headwear016,planned_for_render
16,16,hd_police,police hat,3,Uniform,0,Hat,6,58,yellowgreen,YellowGreen,9ACD32,headwear_headwear016,planned_for_render
16,16,hd_police,police hat,3,Uniform,0,Hat,7,40,lightskyblue,LightSkyBlue,87CEFA,headwear_headwear016,planned_for_render
17,17,hd_police_female,,3,Uniform,0,Hat,0,43,royalblue,RoyalBlue,4169E1,,missing_physical_asset
17,17,hd_police_female,,3,Uniform,0,Hat,1,91,black,Black,000000,,missing_physical_asset
17,17,hd_police_female,,3,Uniform,0,Hat,2,53,cyan,Cyan,00FFFF,,missing_physical_asset
17,17,hd_police_female,,3,Uniform,0,Hat,3,46,darkblue,DarkBlue,00008B,,missing_physical_asset
17,17,hd_police_female,,3,Uniform,0,Hat,4,73,goldenrod,Goldenrod,DAA520,,missing_physical_asset
17,17,hd_police_female,,3,Uniform,0,Hat,5,84,white,White,FFFFFF,,missing_physical_asset
17,17,hd_police_female,,3,Uniform,0,Hat,6,58,yellowgreen,YellowGreen,9ACD32,,missing_physical_asset
17,17,hd_police_female,,3,Uniform,0,Hat,7,40,lightskyblue,LightSkyBlue,87CEFA,,missing_physical_asset
18,18,hd_penguin,penguin hat,4,Special,2,Mask,0,91,black,Black,000000,headwear_headwear018,planned_for_render
18,18,hd_penguin,penguin hat,4,Special,2,Mask,1,42,luminous_vivid_azure,Luminous vivid azure,0066FF,headwear_headwear018,planned_for_render
18,18,hd_penguin,penguin hat,4,Special,2,Mask,2,25,light_brilliant_crimson,Light brilliant crimson,FF4C87,headwear_headwear018,planned_for_render
18,18,hd_penguin,penguin hat,4,Special,2,Mask,3,87,gray,Gray,808080,headwear_headwear018,planned_for_render
18,18,hd_penguin,penguin hat,4,Special,2,Mask,4,52,steelblue,SteelBlue,4682B4,headwear_headwear018,planned_for_render
18,18,hd_penguin,penguin hat,4,Special,2,Mask,5,13,luminous_vivid_orange,Luminous vivid orange,FF6600,headwear_headwear018,planned_for_render
18,18,hd_penguin,penguin hat,4,Special,2,Mask,6,69,very_deep_green,Very deep green,003300,headwear_headwear018,planned_for_render
18,18,hd_penguin,penguin hat,4,Special,2,Mask,7,55,darkcyan,DarkCyan,008B8B,headwear_headwear018,planned_for_render
19,19,hd_head_dress,fascinator,1,Female,1,Accessory,0,28,fuchsia,Fuchsia,FF00FF,headwear_headwear019,planned_for_render
19,19,hd_head_dress,fascinator,1,Female,1,Accessory,1,56,deep_cyan_2,Deep cyan 2,004240,headwear_headwear019,planned_for_render
19,19,hd_head_dress,fascinator,1,Female,1,Accessory,2,91,black,Black,000000,headwear_headwear019,planned_for_render
19,19,hd_head_dress,fascinator,1,Female,1,Accessory,3,78,brown,Brown,A52A2A,headwear_headwear019,planned_for_render
19,19,hd_head_dress,fascinator,1,Female,1,Accessory,4,7,peachpuff,PeachPuff,FFDAB9,headwear_headwear019,planned_for_render
19,19,hd_head_dress,fascinator,1,Female,1,Accessory,5,6,gold,Gold,FFD700,headwear_headwear019,planned_for_render
19,19,hd_head_dress,fascinator,1,Female,1,Accessory,6,65,olivedrab,OliveDrab,6B8E23,headwear_headwear019,planned_for_render
19,19,hd_head_dress,fascinator,1,Female,1,Accessory,7,48,deep_blue,Deep blue,000054,headwear_headwear019,planned_for_render
20,20,hd_western_kabuto,knight helmet,4,Special,2,Mask,0,88,dark_gray,Dark gray,4D4D4D,headwear_headwear020,planned_for_render
20,20,hd_western_kabuto,knight helmet,4,Special,2,Mask,1,74,darkgoldenrod,DarkGoldenrod,B8860B,headwear_headwear020,planned_for_render
20,20,hd_western_kabuto,knight helmet,4,Special,2,Mask,2,19,darkred,DarkRed,8B0000,headwear_headwear020,planned_for_render
20,20,hd_western_kabuto,knight helmet,4,Special,2,Mask,3,85,lightgrey,LightGrey,D3D3D3,headwear_headwear020,planned_for_render
20,20,hd_western_kabuto,knight helmet,4,Special,2,Mask,4,56,deep_cyan_2,Deep cyan 2,004240,headwear_headwear020,planned_for_render
20,20,hd_western_kabuto,knight helmet,4,Special,2,Mask,5,91,black,Black,000000,headwear_headwear020,planned_for_render
20,20,hd_western_kabuto,knight helmet,4,Special,2,Mask,6,29,mediumvioletred,MediumVioletRed,C71585,headwear_headwear020,planned_for_render
20,20,hd_western_kabuto,knight helmet,4,Special,2,Mask,7,46,darkblue,DarkBlue,00008B,headwear_headwear020,planned_for_render
21,21,hd_chief,chef hat,3,Uniform,0,Hat,0,30,lavender,Lavender,E6E6FA,headwear_headwear021,planned_for_render
21,21,hd_chief,chef hat,3,Uniform,0,Hat,1,19,darkred,DarkRed,8B0000,headwear_headwear021,planned_for_render
21,21,hd_chief,chef hat,3,Uniform,0,Hat,2,4,light_brilliant_amber_yellow,Light brilliant amber yellow,FFEC65,headwear_headwear021,planned_for_render
21,21,hd_chief,chef hat,3,Uniform,0,Hat,3,90,very_dark_gray_2,Very dark gray 2,232323,headwear_headwear021,planned_for_render
21,21,hd_chief,chef hat,3,Uniform,0,Hat,4,27,very_light_magenta,Very light magenta,FF99FF,headwear_headwear021,planned_for_render
21,21,hd_chief,chef hat,3,Uniform,0,Hat,5,66,olive,Olive,808000,headwear_headwear021,planned_for_render
21,21,hd_chief,chef hat,3,Uniform,0,Hat,6,74,darkgoldenrod,DarkGoldenrod,B8860B,headwear_headwear021,planned_for_render
21,21,hd_chief,chef hat,3,Uniform,0,Hat,7,40,lightskyblue,LightSkyBlue,87CEFA,headwear_headwear021,planned_for_render
22,22,hd_wing_tiara,feather tiara,1,Female,1,Accessory,0,84,white,White,FFFFFF,headwear_headwear022,planned_for_render
22,22,hd_wing_tiara,feather tiara,1,Female,1,Accessory,1,9,coral,Coral,FF7F50,headwear_headwear022,planned_for_render
22,22,hd_wing_tiara,feather tiara,1,Female,1,Accessory,2,62,lime,Lime,00FF00,headwear_headwear022,planned_for_render
22,22,hd_wing_tiara,feather tiara,1,Female,1,Accessory,3,43,royalblue,RoyalBlue,4169E1,headwear_headwear022,planned_for_render
22,22,hd_wing_tiara,feather tiara,1,Female,1,Accessory,4,75,moderate_amber,Moderate amber,886308,headwear_headwear022,planned_for_render
22,22,hd_wing_tiara,feather tiara,1,Female,1,Accessory,5,91,black,Black,000000,headwear_headwear022,planned_for_render
22,22,hd_wing_tiara,feather tiara,1,Female,1,Accessory,6,16,red,Red,FF0000,headwear_headwear022,planned_for_render
22,22,hd_wing_tiara,feather tiara,1,Female,1,Accessory,7,37,darkmagenta,DarkMagenta,8B008B,headwear_headwear022,planned_for_render
23,23,hd_princess_tiara,princess tiara,4,Special,1,Accessory,0,26,deeppink,DeepPink,FF1493,headwear_headwear023,planned_for_render
23,23,hd_princess_tiara,princess tiara,4,Special,1,Accessory,1,46,darkblue,DarkBlue,00008B,headwear_headwear023,planned_for_render
23,23,hd_princess_tiara,princess tiara,4,Special,1,Accessory,2,76,dark_amber,Dark amber,624806,headwear_headwear023,planned_for_render
23,23,hd_princess_tiara,princess tiara,4,Special,1,Accessory,3,6,gold,Gold,FFD700,headwear_headwear023,planned_for_render
23,23,hd_princess_tiara,princess tiara,4,Special,1,Accessory,4,37,darkmagenta,DarkMagenta,8B008B,headwear_headwear023,planned_for_render
23,23,hd_princess_tiara,princess tiara,4,Special,1,Accessory,5,64,mediumseagreen,MediumSeaGreen,3CB371,headwear_headwear023,planned_for_render
23,23,hd_princess_tiara,princess tiara,4,Special,1,Accessory,6,86,darkgray,DarkGray,A9A9A9,headwear_headwear023,planned_for_render
23,23,hd_princess_tiara,princess tiara,4,Special,1,Accessory,7,61,chartreuse,Chartreuse,7FFF00,headwear_headwear023,planned_for_render
24,24,hd_mummy,bandages,4,Special,2,Mask,0,72,tan,Tan,D2B48C,headwear_headwear024,planned_for_render
24,24,hd_mummy,bandages,4,Special,2,Mask,1,33,mediumslateblue,MediumSlateBlue,7B68EE,headwear_headwear024,planned_for_render
24,24,hd_mummy,bandages,4,Special,2,Mask,2,6,gold,Gold,FFD700,headwear_headwear024,planned_for_render
24,24,hd_mummy,bandages,4,Special,2,Mask,3,85,lightgrey,LightGrey,D3D3D3,headwear_headwear024,planned_for_render
24,24,hd_mummy,bandages,4,Special,2,Mask,4,81,deep_brown_red,Deep brown red,3E1300,headwear_headwear024,planned_for_render
24,24,hd_mummy,bandages,4,Special,2,Mask,5,56,deep_cyan_2,Deep cyan 2,004240,headwear_headwear024,planned_for_render
24,24,hd_mummy,bandages,4,Special,2,Mask,6,90,very_dark_gray_2,Very dark gray 2,232323,headwear_headwear024,planned_for_render
24,24,hd_mummy,bandages,4,Special,2,Mask,7,28,fuchsia,Fuchsia,FF00FF,headwear_headwear024,planned_for_render
25,25,hd_ninjya,ninja mask,4,Special,0,Hat,0,91,black,Black,000000,headwear_headwear025,planned_for_render
25,25,hd_ninjya,ninja mask,4,Special,0,Hat,1,85,lightgrey,LightGrey,D3D3D3,headwear_headwear025,planned_for_render
25,25,hd_ninjya,ninja mask,4,Special,0,Hat,2,56,deep_cyan_2,Deep cyan 2,004240,headwear_headwear025,planned_for_render
25,25,hd_ninjya,ninja mask,4,Special,0,Hat,3,18,moderate_red,Moderate red,CB0F0F,headwear_headwear025,planned_for_render
25,25,hd_ninjya,ninja mask,4,Special,0,Hat,4,25,light_brilliant_crimson,Light brilliant crimson,FF4C87,headwear_headwear025,planned_for_render
25,25,hd_ninjya,ninja mask,4,Special,0,Hat,5,47,darkblue_2,DarkBlue_2,1E1E4C,headwear_headwear025,planned_for_render
25,25,hd_ninjya,ninja mask,4,Special,0,Hat,6,38,deep_magenta,Deep magenta,5C005C,headwear_headwear025,planned_for_render
25,25,hd_ninjya,ninja mask,4,Special,0,Hat,7,42,luminous_vivid_azure,Luminous vivid azure,0066FF,headwear_headwear025,planned_for_render
26,26,hd_baseball,baseball hat,3,Uniform,0,Hat,0,51,cadetblue,CadetBlue,5F9EA0,headwear_headwear026,planned_for_render
26,26,hd_baseball,baseball hat,3,Uniform,0,Hat,1,6,gold,Gold,FFD700,headwear_headwear026,planned_for_render
26,26,hd_baseball,baseball hat,3,Uniform,0,Hat,2,89,very_dark_gray,Very dark gray,333333,headwear_headwear026,planned_for_render
26,26,hd_baseball,baseball hat,3,Uniform,0,Hat,3,13,luminous_vivid_orange,Luminous vivid orange,FF6600,headwear_headwear026,planned_for_render
26,26,hd_baseball,baseball hat,3,Uniform,0,Hat,4,37,darkmagenta,DarkMagenta,8B008B,headwear_headwear026,planned_for_render
26,26,hd_baseball,baseball hat,3,Uniform,0,Hat,5,18,moderate_red,Moderate red,CB0F0F,headwear_headwear026,planned_for_render
26,26,hd_baseball,baseball hat,3,Uniform,0,Hat,6,42,luminous_vivid_azure,Luminous vivid azure,0066FF,headwear_headwear026,planned_for_render
