item_index,file_id,label,name,color_slot,color_id,color_label,color_name,rgb_hex,physical_archives,status
5,5,bd_soccer,soccer uniform,2,11,orange,Orange,FFA500,body_body005,rendered
5,5,bd_soccer,soccer uniform,3,16,red,Red,FF0000,body_body005,rendered
5,5,bd_soccer,soccer uniform,4,46,darkblue,DarkBlue,00008B,body_body005,rendered
5,5,bd_soccer,soccer uniform,5,61,chartreuse,Chartreuse,7FFF00,body_body005,rendered
5,5,bd_soccer,soccer uniform,6,89,very_dark_gray,Very dark gray,333333,body_body005,rendered
6,6,bd_waitress,waitress uniform,0,45,blue,Blue,0000FF,body_body006,rendered
6,6,bd_waitress,waitress uniform,1,63,limegreen,LimeGreen,32CD32,body_body006,rendered
6,6,bd_waitress,waitress uniform,2,18,moderate_red,Moderate red,CB0F0F,body_body006,rendered
6,6,bd_waitress,waitress uniform,3,11,orange,Orange,FFA500,body_body006,rendered
6,6,bd_waitress,waitress uniform,4,79,saddlebrown,SaddleBrown,8B4513,body_body006,rendered
6,6,bd_waitress,waitress uniform,5,34,light_brilliant_violet,Light brilliant violet,9933FF,body_body006,rendered
6,6,bd_waitress,waitress uniform,6,90,very_dark_gray_2,Very dark gray 2,232323,body_body006,rendered
6,6,bd_waitress,waitress uniform,7,25,light_brilliant_crimson,Light brilliant crimson,FF4C87,body_body006,rendered
7,7,bd_penguin,penguin suit,0,91,black,Black,000000,body_body007,rendered
7,7,bd_penguin,penguin suit,1,42,luminous_vivid_azure,Luminous vivid azure,0066FF,body_body007,rendered
7,7,bd_penguin,penguin suit,2,25,light_brilliant_crimson,Light brilliant crimson,FF4C87,body_body007,rendered
7,7,bd_penguin,penguin suit,3,87,gray,Gray,808080,body_body007,rendered
7,7,bd_penguin,penguin suit,4,52,steelblue,SteelBlue,4682B4,body_body007,rendered
7,7,bd_penguin,penguin suit,5,13,luminous_vivid_orange,Luminous vivid orange,FF6600,body_body007,rendered
7,7,bd_penguin,penguin suit,6,69,very_deep_green,Very deep green,003300,body_body007,rendered
7,7,bd_penguin,penguin suit,7,55,darkcyan,DarkCyan,008B8B,body_body007,rendered
8,8,bd_bear,bear suit,0,80,deep_reddish_brown,Deep reddish brown,560000,body_body008,rendered
8,8,bd_bear,bear suit,1,83,very_dark_gamboge,Very dark gamboge,332819,body_body008,rendered
8,8,bd_bear,bear suit,2,55,darkcyan,DarkCyan,008B8B,body_body008,rendered
8,8,bd_bear,bear suit,3,2,lemonchiffon,LemonChiffon,FFFACD,body_body008,rendered
8,8,bd_bear,bear suit,4,23,very_light_crimson,Very light crimson,FF82AB,body_body008,rendered
8,8,bd_bear,bear suit,5,73,goldenrod,Goldenrod,DAA520,body_body008,rendered
8,8,bd_bear,bear suit,6,77,chocolate,Chocolate,D2691E,body_body008,rendered
8,8,bd_bear,bear suit,7,62,lime,Lime,00FF00,body_body008,rendered
9,9,bd_camouflage,camouflage jacket,0,66,olive,Olive,808000,body_body009,rendered
9,9,bd_camouflage,camouflage jacket,1,4,light_brilliant_amber_yellow,Light brilliant amber yellow,FFEC65,body_body009,rendered
9,9,bd_camouflage,camouflage jacket,2,74,darkgoldenrod,DarkGoldenrod,B8860B,body_body009,rendered
9,9,bd_camouflage,camouflage jacket,3,50,aquamarine,Aquamarine,7FFFD4,body_body009,rendered
9,9,bd_camouflage,camouflage jacket,4,79,saddlebrown,SaddleBrown,8B4513,body_body009,rendered
9,9,bd_camouflage,camouflage jacket,5,65,olivedrab,OliveDrab,6B8E23,body_body009,rendered
9,9,bd_camouflage,camouflage jacket,6,84,white,White,FFFFFF,body_body009,rendered
9,9,bd_camouflage,camouflage jacket,7,34,light_brilliant_violet,Light brilliant violet,9933FF,body_body009,rendered
10,11,bd_yukata_girl,,0,84,white,White,FFFFFF,,missing_physical_asset
10,11,bd_yukata_girl,,1,60,greenyellow,GreenYellow,ADFF2F,,missing_physical_asset
10,11,bd_yukata_girl,,2,31,plum,Plum,DDA0DD,,missing_physical_asset
10,11,bd_yukata_girl,,3,4,light_brilliant_amber_yellow,Light brilliant amber yellow,FFEC65,,missing_physical_asset
10,11,bd_yukata_girl,,4,48,deep_blue,Deep blue,000054,,missing_physical_asset
10,11,bd_yukata_girl,,5,91,black,Black,000000,,missing_physical_asset
10,11,bd_yukata_girl,,6,40,lightskyblue,LightSkyBlue,87CEFA,,missing_physical_asset
10,11,bd_yukata_girl,,7,16,red,Red,FF0000,,missing_physical_asset
11,12,bd_yukata_boy,,0,44,moderate_blue,Moderate blue,323296,,missing_physical_asset
11,12,bd_yukata_boy,,1,75,moderate_amber,Moderate amber,886308,,missing_physical_asset
11,12,bd_yukata_boy,,2,65,olivedrab,OliveDrab,6B8E23,,missing_physical_asset
11,12,bd_yukata_boy,,3,88,dark_gray,Dark gray,4D4D4D,,missing_physical_asset
11,12,bd_yukata_boy,,4,19,darkred,DarkRed,8B0000,,missing_physical_asset
11,12,bd_yukata_boy,,5,38,deep_magenta,Deep magenta,5C005C,,missing_physical_asset
11,12,bd_yukata_boy,,6,22,lightcoral,LightCoral,F08080,,missing_physical_asset
11,12,bd_yukata_boy,,7,91,black,Black,000000,,missing_physical_asset
12,13,bd_wedding,wedding dress,0,30,lavender,Lavender,E6E6FA,body_body013,rendered
12,13,bd_wedding,wedding dress,1,22,lightcoral,LightCoral,F08080,body_body013,rendered
12,13,bd_wedding,wedding dress,2,71,burlywood,BurlyWood,DEB887,body_body013,rendered
12,13,bd_wedding,wedding dress,3,86,darkgray,DarkGray,A9A9A9,body_body013,rendered
12,13,bd_wedding,wedding dress,4,43,royalblue,RoyalBlue,4169E1,body_body013,rendered
12,13,bd_wedding,wedding dress,5,73,goldenrod,Goldenrod,DAA520,body_body013,rendered
12,13,bd_wedding,wedding dress,6,34,light_brilliant_violet,Light brilliant violet,9933FF,body_body013,rendered
12,13,bd_wedding,wedding dress,7,57,palegreen,PaleGreen,98FB98,body_body013,rendered
13,14,bd_girl_suits,silk blouse,0,23,very_light_crimson,Very light crimson,FF82AB,body_body014,rendered
13,14,bd_girl_suits,silk blouse,1,91,black,Black,000000,body_body014,rendered
13,14,bd_girl_suits,silk blouse,2,84,white,White,FFFFFF,body_body014,rendered
13,14,bd_girl_suits,silk blouse,3,65,olivedrab,OliveDrab,6B8E23,body_body014,rendered
13,14,bd_girl_suits,silk blouse,4,59,light_brilliant_yellow_lime,Light brilliant yellow lime,E7FF33,body_body014,rendered
13,14,bd_girl_suits,silk blouse,5,54,darkturquoise,DarkTurquoise,00CED1,body_body014,rendered
13,14,bd_girl_suits,silk blouse,6,46,darkblue,DarkBlue,00008B,body_body014,rendered
13,14,bd_girl_suits,silk blouse,7,80,deep_reddish_brown,Deep reddish brown,560000,body_body014,rendered
14,15,bd_poncho,poncho,0,80,deep_reddish_brown,Deep reddish brown,560000,body_body015,rendered
14,15,bd_poncho,poncho,1,26,deeppink,DeepPink,FF1493,body_body015,rendered
14,15,bd_poncho,poncho,2,67,darkolivegreen,DarkOliveGreen,556B2F,body_body015,rendered
14,15,bd_poncho,poncho,3,13,luminous_vivid_orange,Luminous vivid orange,FF6600,body_body015,rendered
14,15,bd_poncho,poncho,4,42,luminous_vivid_azure,Luminous vivid azure,0066FF,body_body015,rendered
14,15,bd_poncho,poncho,5,47,darkblue_2,DarkBlue_2,1E1E4C,body_body015,rendered
14,15,bd_poncho,poncho,6,34,light_brilliant_violet,Light brilliant violet,9933FF,body_body015,rendered
14,15,bd_poncho,poncho,7,91,black,Black,000000,body_body015,rendered
15,16,bd_gothloli,sweet dress,0,25,light_brilliant_crimson,Light brilliant crimson,FF4C87,body_body016,rendered
15,16,bd_gothloli,sweet dress,1,88,dark_gray,Dark gray,4D4D4D,body_body016,rendered
15,16,bd_gothloli,sweet dress,2,43,royalblue,RoyalBlue,4169E1,body_body016,rendered
15,16,bd_gothloli,sweet dress,3,80,deep_reddish_brown,Deep reddish brown,560000,body_body016,rendered
15,16,bd_gothloli,sweet dress,4,6,gold,Gold,FFD700,body_body016,rendered
15,16,bd_gothloli,sweet dress,5,91,black,Black,000000,body_body016,rendered
15,16,bd_gothloli,sweet dress,6,16,red,Red,FF0000,body_body016,rendered
15,16,bd_gothloli,sweet dress,7,58,yellowgreen,YellowGreen,9ACD32,body_body016,rendered
16,17,bd_wizard,witch costume,0,47,darkblue_2,DarkBlue_2,1E1E4C,body_body017,rendered
16,17,bd_wizard,witch costume,1,72,tan,Tan,D2B48C,body_body017,rendered
16,17,bd_wizard,witch costume,2,91,black,Black,000000,body_body017,rendered
16,17,bd_wizard,witch costume,3,19,darkred,DarkRed,8B0000,body_body017,rendered
16,17,bd_wizard,witch costume,4,66,olive,Olive,808000,body_body017,rendered
16,17,bd_wizard,witch costume,5,73,goldenrod,Goldenrod,DAA520,body_body017,rendered
16,17,bd_wizard,witch costume,6,38,deep_magenta,Deep magenta,5C005C,body_body017,rendered
16,17,bd_wizard,witch costume,7,40,lightskyblue,LightSkyBlue,87CEFA,body_body017,rendered
17,18,bd_flamenco,flamenco dress,0,18,moderate_red,Moderate red,CB0F0F,body_body018,rendered
17,18,bd_flamenco,flamenco dress,1,11,orange,Orange,FFA500,body_body018,rendered
17,18,bd_flamenco,flamenco dress,2,81,deep_brown_red,Deep brown red,3E1300,body_body018,rendered
17,18,bd_flamenco,flamenco dress,3,38,deep_magenta,Deep magenta,5C005C,body_body018,rendered
17,18,bd_flamenco,flamenco dress,4,40,lightskyblue,LightSkyBlue,87CEFA,body_body018,rendered
17,18,bd_flamenco,flamenco dress,5,61,chartreuse,Chartreuse,7FFF00,body_body018,rendered
17,18,bd_flamenco,flamenco dress,6,22,lightcoral,LightCoral,F08080,body_body018,rendered
17,18,bd_flamenco,flamenco dress,7,90,very_dark_gray_2,Very dark gray 2,232323,body_body018,rendered
18,19,bd_cutsaw_pants,long-sleeved T-shirt,0,30,lavender,Lavender,E6E6FA,body_body019,rendered
18,19,bd_cutsaw_pants,long-sleeved T-shirt,1,88,dark_gray,Dark gray,4D4D4D,body_body019,rendered
18,19,bd_cutsaw_pants,long-sleeved T-shirt,2,25,light_brilliant_crimson,Light brilliant crimson,FF4C87,body_body019,rendered
18,19,bd_cutsaw_pants,long-sleeved T-shirt,3,68,darkgreen,DarkGreen,006400,body_body019,rendered
18,19,bd_cutsaw_pants,long-sleeved T-shirt,4,33,mediumslateblue,MediumSlateBlue,7B68EE,body_body019,rendered
18,19,bd_cutsaw_pants,long-sleeved T-shirt,5,90,very_dark_gray_2,Very dark gray 2,232323,body_body019,rendered
18,19,bd_cutsaw_pants,long-sleeved T-shirt,6,17,orangered,OrangeRed,FF4500,body_body019,rendered
18,19,bd_cutsaw_pants,long-sleeved T-shirt,7,41,deepskyblue,DeepSkyBlue,00BFFF,body_body019,rendered
19,20,bd_star,Vegas-performer outfit,0,84,white,White,FFFFFF,body_body020,rendered
19,20,bd_star,Vegas-performer outfit,1,64,mediumseagreen,MediumSeaGreen,3CB371,body_body020,rendered
19,20,bd_star,Vegas-performer outfit,2,91,black,Black,000000,body_body020,rendered
19,20,bd_star,Vegas-performer outfit,3,13,luminous_vivid_orange,Luminous vivid orange,FF6600,body_body020,rendered
19,20,bd_star,Vegas-performer outfit,4,47,darkblue_2,DarkBlue_2,1E1E4C,body_body020,rendered
19,20,bd_star,Vegas-performer outfit,5,19,darkred,DarkRed,8B0000,body_body020,rendered
19,20,bd_star,Vegas-performer outfit,6,34,light_brilliant_violet,Light brilliant violet,9933FF,body_body020,rendered
19,20,bd_star,Vegas-performer outfit,7,6,gold,Gold,FFD700,body_body020,rendered
20,21,bd_longchina_pink,chinese dress,0,25,light_brilliant_crimson,Light brilliant crimson,FF4C87,body_body021,rendered
20,21,bd_longchina_pink,chinese dress,1,68,darkgreen,DarkGreen,006400,body_body021,rendered
20,21,bd_longchina_pink,chinese dress,2,74,darkgoldenrod,DarkGoldenrod,B8860B,body_body021,rendered
20,21,bd_longchina_pink,chinese dress,3,88,dark_gray,Dark gray,4D4D4D,body_body021,rendered
20,21,bd_longchina_pink,chinese dress,4,54,darkturquoise,DarkTurquoise,00CED1,body_body021,rendered
20,21,bd_longchina_pink,chinese dress,5,34,light_brilliant_violet,Light brilliant violet,9933FF,body_body021,rendered
20,21,bd_longchina_pink,chinese dress,6,45,blue,Blue,0000FF,body_body021,rendered
20,21,bd_longchina_pink,chinese dress,7,16,red,Red,FF0000,body_body021,rendered
21,30,bd_nintendo,Nintendo uniform,0,47,darkblue_2,DarkBlue_2,1E1E4C,body_body030,rendered
21,30,bd_nintendo,Nintendo uniform,1,73,goldenrod,Goldenrod,DAA520,body_body030,rendered
22,31,bd_graphicT,printed T-shirt,0,84,white,White,FFFFFF,body_body031,rendered
22,31,bd_graphicT,printed T-shirt,1,19,darkred,DarkRed,8B0000,body_body031,rendered
22,31,bd_graphicT,printed T-shirt,2,31,plum,Plum,DDA0DD,body_body031,rendered
22,31,bd_graphicT,printed T-shirt,3,67,darkolivegreen,DarkOliveGreen,556B2F,body_body031,rendered
22,31,bd_graphicT,printed T-shirt,4,90,very_dark_gray_2,Very dark gray 2,232323,body_body031,rendered
22,31,bd_graphicT,printed T-shirt,5,41,deepskyblue,DeepSkyBlue,00BFFF,body_body031,rendered
22,31,bd_graphicT,printed T-shirt,6,6,gold,Gold,FFD700,body_body031,rendered
22,31,bd_graphicT,printed T-shirt,7,57,palegreen,PaleGreen,98FB98,body_body031,rendered
23,253,bd_denim,jean jacket,0,75,moderate_amber,Moderate amber,886308,body_body253,rendered
23,253,bd_denim,jean jacket,1,56,deep_cyan_2,Deep cyan 2,004240,body_body253,rendered
23,253,bd_denim,jean jacket,2,80,deep_reddish_brown,Deep reddish brown,560000,body_body253,rendered
23,253,bd_denim,jean jacket,3,67,darkolivegreen,DarkOliveGreen,556B2F,body_body253,rendered
23,253,bd_denim,jean jacket,4,91,black,Black,000000,body_body253,rendered
23,253,bd_denim,jean jacket,5,11,orange,Orange,FFA500,body_body253,rendered
23,253,bd_denim,jean jacket,6,84,white,White,FFFFFF,body_body253,rendered
24,32,bd_border_cardigan,shirt & cardigan,0,69,very_deep_green,Very deep green,003300,body_body032,rendered
24,32,bd_border_cardigan,shirt & cardigan,1,13,luminous_vivid_orange,Luminous vivid orange,FF6600,body_body032,rendered
24,32,bd_border_cardigan,shirt & cardigan,2,19,darkred,DarkRed,8B0000,body_body032,rendered
24,32,bd_border_cardigan,shirt & cardigan,3,26,deeppink,DeepPink,FF1493,body_body032,rendered
24,32,bd_border_cardigan,shirt & cardigan,4,32,mediumpurple,MediumPurple,9370DB,body_body032,rendered
24,32,bd_border_cardigan,shirt & cardigan,5,42,luminous_vivid_azure,Luminous vivid azure,0066FF,body_body032,rendered
24,32,bd_border_cardigan,shirt & cardigan,6,74,darkgoldenrod,DarkGoldenrod,B8860B,body_body032,rendered
24,32,bd_border_cardigan,shirt & cardigan,7,87,gray,Gray,808080,body_body032,rendered
25,22,bd_zyuni_hitoe,,0,34,light_brilliant_violet,Light brilliant violet,9933FF,,missing_physical_asset
25,22,bd_zyuni_hitoe,,1,44,moderate_blue,Moderate blue,323296,,missing_physical_asset
25,22,bd_zyuni_hitoe,,2,16,red,Red,FF0000,,missing_physical_asset
25,22,bd_zyuni_hitoe,,3,56,deep_cyan_2,Deep cyan 2,004240,,missing_physical_asset
25,22,bd_zyuni_hitoe,,4,86,darkgray,DarkGray,A9A9A9,,missing_physical_asset
25,22,bd_zyuni_hitoe,,5,13,luminous_vivid_orange,Luminous vivid orange,FF6600,,missing_physical_asset
25,22,bd_zyuni_hitoe,,6,91,black,Black,000000,,missing_physical_asset
25,22,bd_zyuni_hitoe,,7,15,indianred,IndianRed,CD5C5C,,missing_physical_asset
26,23,bd_bukabuka_parka,baggy hoodie,0,87,gray,Gray,808080,body_body023,rendered
26,23,bd_bukabuka_parka,baggy hoodie,1,5,yellow,Yellow,FFFF00,body_body023,rendered
26,23,bd_bukabuka_parka,baggy hoodie,2,18,moderate_red,Moderate red,CB0F0F,body_body023,rendered
26,23,bd_bukabuka_parka,baggy hoodie,3,27,very_light_magenta,Very light magenta,FF99FF,body_body023,rendered
26,23,bd_bukabuka_parka,baggy hoodie,4,41,deepskyblue,DeepSkyBlue,00BFFF,body_body023,rendered
26,23,bd_bukabuka_parka,baggy hoodie,5,61,chartreuse,Chartreuse,7FFF00,body_body023,rendered
26,23,bd_bukabuka_parka,baggy hoodie,6,68,darkgreen,DarkGreen,006400,body_body023,rendered
26,23,bd_bukabuka_parka,baggy hoodie,7,84,white,White,FFFFFF,body_body023,rendered
27,246,bd_cat,tabby-cat suit,0,73,goldenrod,Goldenrod,DAA520,body_body246,rendered
27,246,bd_cat,tabby-cat suit,1,81,deep_brown_red,Deep brown red,3E1300,body_body246,rendered
27,246,bd_cat,tabby-cat suit,2,88,dark_gray,Dark gray,4D4D4D,body_body246,rendered
27,246,bd_cat,tabby-cat suit,3,37,darkmagenta,DarkMagenta,8B008B,body_body246,rendered
27,246,bd_cat,tabby-cat suit,4,91,black,Black,000000,body_body246,rendered
27,246,bd_cat,tabby-cat suit,5,66,olive,Olive,808000,body_body246,rendered
27,246,bd_cat,tabby-cat suit,6,87,gray,Gray,808080,body_body246,rendered
27,246,bd_cat,tabby-cat suit,7,79,saddlebrown,SaddleBrown,8B4513,body_body246,rendered
28,24,bd_overall,overalls,0,1,ivory,Ivory,FFFFF0,body_body024,rendered
28,24,bd_overall,overalls,1,4,light_brilliant_amber_yellow,Light brilliant amber yellow,FFEC65,body_body024,rendered
28,24,bd_overall,overalls,2,16,red,Red,FF0000,body_body024,rendered
28,24,bd_overall,overalls,3,25,light_brilliant_crimson,Light brilliant crimson,FF4C87,body_body024,rendered
28,24,bd_overall,overalls,4,48,deep_blue,Deep blue,000054,body_body024,rendered
28,24,bd_overall,overalls,5,68,darkgreen,DarkGreen,006400,body_body024,rendered
28,24,bd_overall,overalls,6,90,very_dark_gray_2,Very dark gray 2,232323,body_body024,rendered
28,24,bd_overall,overalls,7,17,orangered,OrangeRed,FF4500,body_body024,rendered
29,25,bd_ska_jam,tiger baseball jacket,0,90,very_dark_gray_2,Very dark gray 2,232323,body_body025,rendered
29,25,bd_ska_jam,tiger baseball jacket,1,42,luminous_vivid_azure,Luminous vivid azure,0066FF,body_body025,rendered
29,25,bd_ska_jam,tiger baseball jacket,2,63,limegreen,LimeGreen,32CD32,body_body025,rendered
29,25,bd_ska_jam,tiger baseball jacket,3,80,deep_reddish_brown,Deep reddish brown,560000,body_body025,rendered
29,25,bd_ska_jam,tiger baseball jacket,4,75,moderate_amber,Moderate amber,886308,body_body025,rendered
29,25,bd_ska_jam,tiger baseball jacket,5,14,palevioletred,PaleVioletRed,DB7093,body_body025,rendered
29,25,bd_ska_jam,tiger baseball jacket,6,87,gray,Gray,808080,body_body025,rendered
29,25,bd_ska_jam,tiger baseball jacket,7,34,light_brilliant_violet,Light brilliant violet,9933FF,body_body025,rendered
30,26,bd_handcraft_stole,hand-knitted shawl,0,71,burlywood,BurlyWood,DEB887,body_body026,rendered
30,26,bd_handcraft_stole,hand-knitted shawl,1,66,olive,Olive,808000,body_body026,rendered
30,26,bd_handcraft_stole,hand-knitted shawl,2,20,mistyrose,MistyRose,FFE4E1,body_body026,rendered
30,26,bd_handcraft_stole,hand-knitted shawl,3,83,very_dark_gamboge,Very dark gamboge,332819,body_body026,rendered
30,26,bd_handcraft_stole,hand-knitted shawl,4,11,orange,Orange,FFA500,body_body026,rendered
30,26,bd_handcraft_stole,hand-knitted shawl,5,68,darkgreen,DarkGreen,006400,body_body026,rendered
30,26,bd_handcraft_stole,hand-knitted shawl,6,22,lightcoral,LightCoral,F08080,body_body026,rendered
30,26,bd_handcraft_stole,hand-knitted shawl,7,18,moderate_red,Moderate red,CB0F0F,body_body026,rendered
31,27,bd_tropical_dress,tropical dress,0,11,orange,Orange,FFA500,body_body027,rendered
31,27,bd_tropical_dress,tropical dress,1,16,red,Red,FF0000,body_body027,rendered
31,27,bd_tropical_dress,tropical dress,2,86,darkgray,DarkGray,A9A9A9,body_body027,rendered
31,27,bd_tropical_dress,tropical dress,3,47,darkblue_2,DarkBlue_2,1E1E4C,body_body027,rendered
31,27,bd_tropical_dress,tropical dress,4,66,olive,Olive,808000,body_body027,rendered
31,27,bd_tropical_dress,tropical dress,5,37,darkmagenta,DarkMagenta,8B008B,body_body027,rendered
31,27,bd_tropical_dress,tropical dress,6,33,mediumslateblue,MediumSlateBlue,7B68EE,body_body027,rendered
31,27,bd_tropical_dress,tropical dress,7,22,lightcoral,LightCoral,F08080,body_body027,rendered
32,247,bd_jewelly,jewel dress,0,11,orange,Orange,FFA500,body_body247,rendered
32,247,bd_jewelly,jewel dress,1,9,coral,Coral,FF7F50,body_body247,rendered
32,247,bd_jewelly,jewel dress,2,84,white,White,FFFFFF,body_body247,rendered
32,247,bd_jewelly,jewel dress,3,91,black,Black,000000,body_body247,rendered
32,247,bd_jewelly,jewel dress,4,54,darkturquoise,DarkTurquoise,00CED1,body_body247,rendered
33,29,bd_leather_style,leather outfit,0,90,very_dark_gray_2,Very dark gray 2,232323,body_body029,rendered
33,29,bd_leather_style,leather outfit,1,46,darkblue,DarkBlue,00008B,body_body029,rendered
33,29,bd_leather_style,leather outfit,2,76,dark_amber,Dark amber,624806,body_body029,rendered
33,29,bd_leather_style,leather outfit,3,80,deep_reddish_brown,Deep reddish brown,560000,body_body029,rendered
33,29,bd_leather_style,leather outfit,4,86,darkgray,DarkGray,A9A9A9,body_body029,rendered
33,29,bd_leather_style,leather outfit,5,38,deep_magenta,Deep magenta,5C005C,body_body029,rendered
33,29,bd_leather_style,leather outfit,6,68,darkgreen,DarkGreen,006400,body_body029,rendered
33,29,bd_leather_style,leather outfit,7,19,darkred,DarkRed,8B0000,body_body029,rendered
34,33,bd_simple_coat,long coat,0,85,lightgrey,LightGrey,D3D3D3,body_body033,rendered
34,33,bd_simple_coat,long coat,1,73,goldenrod,Goldenrod,DAA520,body_body033,rendered
34,33,bd_simple_coat,long coat,2,43,royalblue,RoyalBlue,4169E1,body_body033,rendered
34,33,bd_simple_coat,long coat,3,65,olivedrab,OliveDrab,6B8E23,body_body033,rendered
34,33,bd_simple_coat,long coat,4,79,saddlebrown,SaddleBrown,8B4513,body_body033,rendered
34,33,bd_simple_coat,long coat,5,91,black,Black,000000,body_body033,rendered
34,33,bd_simple_coat,long coat,6,6,gold,Gold,FFD700,body_body033,rendered
34,33,bd_simple_coat,long coat,7,19,darkred,DarkRed,8B0000,body_body033,rendered
35,34,bd_used_style,vintage sweatshirt,0,19,darkred,DarkRed,8B0000,body_body034,rendered
35,34,bd_used_style,vintage sweatshirt,1,43,royalblue,RoyalBlue,4169E1,body_body034,rendered
35,34,bd_used_style,vintage sweatshirt,2,73,goldenrod,Goldenrod,DAA520,body_body034,rendered
35,34,bd_used_style,vintage sweatshirt,3,89,very_dark_gray,Very dark gray,333333,body_body034,rendered
35,34,bd_used_style,vintage sweatshirt,4,46,darkblue,DarkBlue,00008B,body_body034,rendered
35,34,bd_used_style,vintage sweatshirt,5,75,moderate_amber,Moderate amber,886308,body_body034,rendered
35,34,bd_used_style,vintage sweatshirt,6,50,aquamarine,Aquamarine,7FFFD4,body_body034,rendered
35,34,bd_used_style,vintage sweatshirt,7,22,lightcoral,LightCoral,F08080,body_body034,rendered
36,36,bd_shirts_in_pants,shirt & khakis,0,55,darkcyan,DarkCyan,008B8B,body_body036,rendered
36,36,bd_shirts_in_pants,shirt & khakis,1,10,tomato,Tomato,FF6347,body_body036,rendered
36,36,bd_shirts_in_pants,shirt & khakis,2,29,mediumvioletred,MediumVioletRed,C71585,body_body036,rendered
36,36,bd_shirts_in_pants,shirt & khakis,3,67,darkolivegreen,DarkOliveGreen,556B2F,body_body036,rendered
36,36,bd_shirts_in_pants,shirt & khakis,4,73,goldenrod,Goldenrod,DAA520,body_body036,rendered
36,36,bd_shirts_in_pants,shirt & khakis,5,90,very_dark_gray_2,Very dark gray 2,232323,body_body036,rendered
36,36,bd_shirts_in_pants,shirt & khakis,6,84,white,White,FFFFFF,body_body036,rendered
36,36,bd_shirts_in_pants,shirt & khakis,7,48,deep_blue,Deep blue,000054,body_body036,rendered
37,37,bd_favorite_sweat,hoodie & jeans,0,18,moderate_red,Moderate red,CB0F0F,body_body037,rendered
